,text,airline_sentiment,clean_text,processed_text
2982,@united: Worse - headed to LaGuardia (delayed).  Why is the tray table the size of a mouse pad and the overhead the size on my pocket?,negative, worse  heae to laguaria elaye  why is the tray table the size of a mouse pa an the overhea the size on my pocket,worseheaelaguariaelayetraytablesizemousepaoverheasizepocket
2983,@united now 1558 from IAH to EWR has broken entertainment system and no WiFi despite info on app: http://t.co/FY6f9rZB9k,negative, now 1558 from iah to ewr has broken entertainment system an no wifi espite info on app httptcofy6f9rzb9k,1558iahewrbrokenentertainmentsystemwifiespiteinfoapphttptcofy6f9rzb9k
2984,@united your customer service is terrible,negative, your customer service is terrible,customerserviceterrible
2985,@united done,neutral, one,one
2986,@united please send help ASAP to @KathrynSotelo on flight 5957 to Chicago seat 9c #Airlines http://t.co/9sKrLyrZ1O,negative, please sen help asap to  on flight 5957 to chicago seat 9c  httptco9skrlyrz1o,pleasesenhelpasapflight5957chicagoseat9chttptco9skrlyrz1o
2987,"@united define ""appreciate"". I doubt the worst major airline in the USA acts on much feedback.",negative, efine appreciate i oubt the worst major airline in the usa acts on much feeback,efineappreciateoubtworstmajorairlineusaactsmuchfeeback
2988,"@united yea, a refund. Your airline ruined our trip.",negative, yea a refun your airline ruine our trip,yearefunairlineruinetrip
2989,@united just sent - thank you!,positive, just sent  thank you,sentthank
2990,@united that's wonderful. unfortunately doesn't help on this 4 hr flight between to major U.S. cities. #disappointed,negative, thats wonerful unfortunately oesnt help on this 4 hr flight between to major us cities ,thatswonerfulunfortunatelyoesnthelp4hrflightmajoruscities
2991,"@united thanks for delaying our flight for an hour, missing our connecting flight and terrible customer service. #neveragain #vacation",negative, thanks for elaying our flight for an hour missing our connecting flight an terrible customer service  ,thankselayingflighthourmissingconnectingflightterriblecustomerservice
2992,"@united Got rebooked on AA.  One question though, do you automatically refund the check baggage fees for flight that was Cancelled Flightled?",negative, got rebooke on aa  one question though o you automatically refun the check baggage fees for flight that was cancelle flightle,gotrebookeaaonequestionthoughautomaticallyrefuncheckbaggagefeesflightcancelleflightle
2993,@united It is all good -- your 1K team has been nothing short of amazing with everything.,negative, it is all goo  your 1k team has been nothing short of amazing with everything,goo1kteamnothingshortamazingeverything
2994,@united new flight has me at the window. Kind of ticked off. I pick aisle seats only because I hate window seats. #annoyed #EpicFail,negative, new flight has me at the winow kin of ticke off i pick aisle seats only because i hate winow seats  ,newflightwinowkintickepickaisleseatshatewinowseats
2995,@united good fly!! #United #businessFirst,positive, goo fly  ,goofly
2996,.@united Nope - had to rebook through Houston so I could get to Amarillo before 11pm. Stuck in SFO for four hours.,negative, nope  ha to rebook through houston so i coul get to amarillo before 11pm stuck in sfo for four hours,nopeharebookhoustoncoulgetamarillo11pmstucksfofourhours
2997,"@united thanks, i made it.",positive, thanks i mae it,thanksmae
2998,@united past,neutral, past,past
2999,@united Thanks! Just DMed HN.,positive, thanks just me hn,thankshn
3000,@united is a money sucking airline with terrible terrible customer service,negative, is a money sucking airline with terrible terrible customer service,moneysuckingairlineterribleterriblecustomerservice
3001,@united - are you aware your airbus fleet sucks?  I'd rather fly a C-130 full of rubber dog shit.,negative,  are you aware your airbus fleet sucks  i rather fly a c130 full of rubber og shit,awareairbusfleetsucksratherflyc130fullrubberogshit
3002,@united Will you be issuing an exception policy for Denver for this weekend?,neutral, will you be issuing an exception policy for enver for this weeken,issuingexceptionpolicyenverweeken
3003,"@united I need a breakdown of what the ""international surcharge"" on my flights cover. Please help",neutral, i nee a breakown of what the international surcharge on my flights cover please help,neebreakowninternationalsurchargeflightscoverpleasehelp
3004,@united https://t.co/jpd7NsGRT7. Fyi your staff are telling customers to try other carriers,negative,  fyi your staff are telling customers to try other carriers,fyistafftellingcustomerstrycarriers
3005,@united couldn't have possibly messed up our trip anymore than they did. Thanks for being such a terrible airline. #disappointed,negative, coulnt have possibly messe up our trip anymore than they i thanks for being such a terrible airline ,coulntpossiblymessetripanymorethanksterribleairline
3006,@united no wifi on #ua688 #SF to #Chicago? 2015. That's all. Ps: This tech intro video is a joke. #EpicFail,negative, no wifi on   to  2015 thats all ps this tech intro vieo is a joke ,wifi2015thatspstechintrovieojoke
3007,@united flight #1051 on 2/23. Thx,neutral, flight  on 223 thx,flight223thx
3008,@united Based on suggestions from other passengers I have a rental car on standby for 11:30.  One way or another will be leaving then.,neutral, base on suggestions from other passengers i have a rental car on stanby for 1130  one way or another will be leaving then,basesuggestionspassengersrentalcarstanby1130onewayanotherleaving
3009,@united Thanks for the reply. The box is not mine and I'm not missing one. It was added to my bag ....,negative, thanks for the reply the box is not mine an im not missing one it was ae to my bag ,thanksreplyboxmineimmissingoneaebag
3010,@united no wifi on flight ua688. SF to ORD. Really?  Wow,negative, no wifi on flight ua688 sf to or really  wow,wififlightua688sfreallywow
3011,@united gives Belfast a #Hug with the new unmissable #BusHug format #impact #busads #thinkbus @BelfastAirport http://t.co/AvbdstJUJS,neutral, gives belfast a  with the new unmissable  format     httptcoavbstjujs,givesbelfastnewunmissableformathttptcoavbstjujs
3012,@united is the worst http://t.co/27aitZl6nd,negative, is the worst httptco27aitzl6n,worsthttptco27aitzl6n
3013,@united haha and you have to clean a plane that was held overnight in a hangar. Sounds lovely. Also don't lie on screensand say it's weather,negative, haha an you have to clean a plane that was hel overnight in a hangar souns lovely also ont lie on screensan say its weather,hahacleanplanehelovernighthangarsounslovelyalsoontliescreensansayweather
3014,@united no because you will charge me or delay me further. United 1612 still waiting.,negative, no because you will charge me or elay me further unite 1612 still waiting,chargeelayunite1612stillwaiting
3015,"@united @Adam_Karren @zj76 how did you save the $200 on checked snowboard? Trying to check in this morning, website wants $200! (prem.gold)",neutral,   how i you save the 200 on checke snowboar trying to check in this morning website wants 200 premgol,save200checkesnowboartryingcheckmorningwebsitewants200premgol
3016,"@united traveling from FRA thru IAD to MCO tomorrow, concerned abt IAD weather. Can't change until advisory issued? Any advice?",neutral, traveling from fra thru ia to mco tomorrow concerne abt ia weather cant change until avisory issue any avice,travelingfrathruiamcotomorrowconcerneabtiaweathercantchangeavisoryissueavice
3017,@united I did and then she made me feel guilty because it was economy plus and I didn't pay for the extra leg room,negative, i i an then she mae me feel guilty because it was economy plus an i int pay for the extra leg room,maefeelguiltyeconomyplusintpayextralegroom
3018,@united my flight Cancelled Flightled new flight 5012 hopefully will not.,negative, my flight cancelle flightle new flight 5012 hopefully will not,flightcancelleflightlenewflight5012hopefully
3019,@united #4781 Cancelled Flightled. #5102newflight I will be upset if this one Cancelled Flights too. I could have rented a car if they would have been honest.,negative,  cancelle flightle  i will be upset if this one cancelle flights too i coul have rente a car if they woul have been honest,cancelleflightleupsetonecancelleflightscoulrentecarwoulhonest
